brand_code,title,term,shape,dose,يارانه ارزي, مبلغ سهم سازمان با احتساب يارانه ارزي,percent_share_of_organization_exchange_subsidy,سهم صعب العلاج,سهم ناباروري,قيمت,price_exchange_subsidy,سهم سازمان,فهرست,قيمت در استانها,ROW_COLOR,Rx Code,FDA Code,
17832,MAGNESIUM SULFATE INJECTION PARENTERAL 20 % 50MILLILITER,,,20 % 50MILLILITER,128876,266076,81.9, , ,196000,324876,70%,"داروهاي بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي
,نياز به کد اصالت دارو",,,,17832,
53049,MEFENAMIC ACID TABLET ORAL 500 mg, با سهم سازمان 0 درصد ,TAB,500 mg,4400,4400,25.73, , ,12700,17100,0%,داروهاي غير بيمه اي مشمول ارز,,,,53049,
5452,MELOXICAM, با سهم سازمان 0 درصد ,TAB,7.5 mg,1155,1155,30.394, , ,2645,3800,0%,داروهاي غير بيمه اي مشمول ارز,,,,,
7061,MELOXICAM, با سهم سازمان 0 درصد ,TAB,15 mg,2310,2310,32.489, , ,4800,7110,0%,داروهاي غير بيمه اي مشمول ارز,,,,,
50022,"MESALASINE SACHE,ORAL",,SACHET,2000 MG,31131,57031,83.707, , ,37000,68131,70%,"داروهاي بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي",,,,50022,
2156,"MESALASINE TABLET ,EXTENDED RELEASE ORAL",,TAB  EXTENDED  RELEASE,500 MG,,2800,70%, , ,4000,4000,70%,"مددجويان کميته امداد
,بهزيستي",,,,2156,
50426,"MESALAZINE CAPSUL, EXTENDED RELEASE ORAL",,CAP  EXTENDED  RELEASE,500 mg,7814,31184,75.689, , ,33386,41200,70%,"داروهاي بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي",,,,50426,
52236,"MESALAZINE GRANULE, EXTENDED RELEASE ORAL 4 g",   تجويز توسط پزشك متخصص,GRANULES,4 g,15844,33344,81.637, , ,25000,40844,70%,,,,,52236,
52672,"MESALAZINE TABLET, EXTENDED RELEASE ORAL",,TAB  EXTENDED  RELEASE,1200 mg,17690,65136,76.209, , ,67780,85470,70%,"داروهاي بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي",,,,52672,
52318,METHOCARBAMOL TABLET ORAL,,TAB,750 mg,5021,10956,81.157, , ,8479,13500,70%,"داروهاي بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي",,,,52318,
52120,METHOTREXATE 50  PARENTERAL SOLUTION INJECTION,   تجويز توسط پزشك متخصص با سهم سازمان 90 درصد ,INJ,"mg/1 mL, 0.4 mL",,702000,90%,5%, ,780000,780000,90%,"مددجويان کميته امداد
,بهزيستي
,الزام کنترل کد ژنريک
,فهرست يارانه اي وزارت بهداشت
,نياز به کد اصالت دارو",,,,52120,
52714,"METHOTREXATE INJECTION, SOLUTION, CONCENTRATE PARENTERAL",   تجويز توسط پزشك متخصص با سهم سازمان 90 درصد ,INJ,100 mg/1mL,1969900,5443990,93.378,10%, ,3860100,5830000,90%,"داروهاي بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي
,الزام کنترل کد ژنريک
,فهرست يارانه اي وزارت بهداشت
,نياز به کد اصالت دارو",,,,52714,
52119,METHOTREXATE PARENTERAL SOLUTION INJECTION,   تجويز توسط پزشك متخصص با سهم سازمان 90 درصد ,INJ,"50 mg/1 mL, 0.3 mL",,567000,90%,5%, ,630000,630000,90%,"مددجويان کميته امداد
,بهزيستي
,الزام کنترل کد ژنريک
,فهرست يارانه اي وزارت بهداشت
,نياز به کد اصالت دارو",,,,52119,
52122,METHOTREXATE SODIUM,   تجويز توسط پزشك متخصص با سهم سازمان 90 درصد ,INJ,50MG/1ML 0.5 ML (25MG),,958500,90%,5%, ,1065000,1065000,90%,"مددجويان کميته امداد
,بهزيستي
,الزام کنترل کد ژنريک
,فهرست يارانه اي وزارت بهداشت
,نياز به کد اصالت دارو",,,,52122,
52098,METHOTREXATE SODIUM INJECTION,   تجويز توسط پزشك متخصص با سهم سازمان 90 درصد ,INJ,25MG/1ML 0.4 ML (10MG),270820,1467622,91.691,5%, ,1329780,1600600,90%,"داروهاي بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي
,الزام کنترل کد ژنريک
,فهرست يارانه اي وزارت بهداشت
,نياز به کد اصالت دارو",,,67670,52098,
52100,METHOTREXATE SODIUM INJECTION,   تجويز توسط پزشك متخصص با سهم سازمان 90 درصد ,INJ,25MG/1ML 0.8 ML (20MG),323150,1860665,91.59,5%, ,1708350,2031500,90%,"داروهاي بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي
,الزام کنترل کد ژنريک
,فهرست يارانه اي وزارت بهداشت
,نياز به کد اصالت دارو",,,67672,52100,
52097,METHOTREXATE SODIUM INJECTION,,   تجويز توسط پزشك متخصص / تاييد در داروخانه با سهم سازمان 90 درصد ,INJ,25MG/1ML 0.3ML(7.5MG),230850,1297395,91.63,5%, ,1185050,1415900,1402/04/28,"داروهاي بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي
,الزام کنترل کد ژنريک
,فهرست يارانه اي وزارت بهداشت
,نياز به کد اصالت دارو",1402/04/28,,67669,52097
52099,METHOTREXATE SODIUMINJECTION,   تجويز توسط پزشك متخصص با سهم سازمان 90 درصد ,INJ,25MG/1ML 0.6 ML (15MG),292450,1580575,91.696,5%, ,1431250,1723700,90%,"داروهاي بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي
,الزام کنترل کد ژنريک
,فهرست يارانه اي وزارت بهداشت
,نياز به کد اصالت دارو",,,67671,52099,
52118,"METHOTREXATEPARENTERAL INJECTION, SOLUTION",   تجويز توسط پزشك متخصص با سهم سازمان 90 درصد ,INJ,"50 mg/1 mL, 0.2 mL",,481500,90%,5%, ,535000,535000,90%,"مددجويان کميته امداد
,بهزيستي
,الزام کنترل کد ژنريک
,فهرست يارانه اي وزارت بهداشت
,نياز به کد اصالت دارو",,,,52118,
52117,METHOTREXATEPARENTERAL SOLUTION INJECTION,   تجويز توسط پزشك متخصص / تاييد در داروخانه / با سهم سازمان 90 درصد ,INJ,"50 mg/1 mL, 0.15 mL",,335250,90%,5%, ,372500,372500,90%,"مددجويان کميته امداد
,بهزيستي
,الزام کنترل کد ژنريک
,فهرست يارانه اي وزارت بهداشت
,نياز به کد اصالت دارو",,,,52117,
50684,"METHYLPHENIDATE HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 18 mg",   تجويز توسط پزشك متخصص بيماريهاي كودكان و بيماريهاي اعصاب و روان و مغز واعصاب با سهم سازمان 0 درصد ,TAB,18 mg,123520,123520,95.015, , ,6480,130000,0%,"داروهاي غير بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي",,,,50684,
16112,"METOPROLOL SUCCINATE TABLET, EXTENDED RELEASE ORAL",,TAB  EXTENDED  RELEASE,23.75 mg,3440,6611,82.948,20%, ,4530,7970,70%,"داروهاي بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي",,,,16112,
2074,METRONIDAZOLE  GELvaginal,,VAG  GEL,L0.75% 70GRAM,43423,195463,74.998, , ,217200,260623,70%,"داروهاي بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي
,مامايي",,,,2074,
12912,METRONIDAZOLE  SUPPOSITORY VAGINAL,,SUPPOSITORY  EXTENDED RELEASE,500 mg,4275,16245,76,20%, ,17100,21375,70%,"داروهاي بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي",,,,12912,
51656,METRONIDAZOLE TABLET ORAL,,TAB,500 mg,8300,11191,90.032, , ,4130,12430,70%,"داروهاي بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي",,,,51656,
50327,MIDODRINE HYDROCHLORIDE TABLET ORAL 2.5 mg,   تجويز توسط پزشك متخصص با سهم سازمان 0 درصد ,TAB,2.5 mg,37660,37660,81.515, , ,8540,46200,0%,"داروهاي غير بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي",,,,50327,
21807,"MOMETASONE FUROATE SPRAY, SUSPENSION NASAL", توليد داخل   تجويز توسط پزشك متخصص بيش از 5 سال  کمتر از 12 سال ,SPRAY NASAL,0.05 % 20 mL,132700,296500,80.856, , ,234000,366700,70%,"داروهاي بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي
,الزام کنترل کد ژنريک
,نياز به کد اصالت دارو",,,,21807,
51956,"MOMETASONE FUROATE SPRAY, SUSPENSION NASAL", توليد داخل   تجويز توسط پزشك متخصص بيش از 5 سال  کمتر از 12 سال ,SPRAY NASAL,0.05 % 14 mL,78200,245360,77.4, , ,238800,317000,70%,"داروهاي بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي
,نياز به کد اصالت دارو",,,,51956,
50047,NOREPINEPHRINE (AS BITARTRATE)  PARENTERAL,,INJ,0.1 % 4MILLILITER,73100,120000,85.653, , ,67000,140100,70%,"مددجويان کميته امداد
,بهزيستي
,الزام کنترل کد ژنريک
,نياز به کد اصالت دارو",,,,50047,
52998,"NUSINERSEN (AS SODIUM) INJECTION, SOLUTION PARENTERAL 2.4 mg/1mL 5MILLILITERتنها براي بيماران SMA از محل صندوق صعب العلاج", پرونده اي   تجويز توسط پزشك متخصص تنها براي بيماران SMA دوز اوليه شامل روزهاي صفر و 14و 28و63  دوز نگهدارنده هر 4 ماه يكبار تزريقي ( IT) با سهم سازمان 100 درصد ,INJ,2.4 mg/1mL 5MILLILITE,,407071000,100%,100%, ,407071000,407071000,100%,"مددجويان کميته امداد
,بهزيستي
,الزام کنترل کد ژنريک
,نياز به کد اصالت دارو",,,,52998,
8636,OFLOXACIN TABLET ORAL,   تجويز توسط پزشك متخصص,TAB,400 mg,,5600,70%, , ,8000,8000,70%,"مددجويان کميته امداد
,بهزيستي",,,,8636,
50393,"OLANZAPINE INJECTION, POWDER, FOR SOLUTION PARENTERAL 10 mg", با سهم سازمان 0 درصد ,"INJ POWDER, FOR SOLUTION",10 mg,757535,757535,81.759, , ,169000,926535,0%,داروهاي غير بيمه اي مشمول ارز,,,,50393,
7525,OMALIZUMAB INJECTION, پرونده اي بيمه سلامت   تجويز توسط پزشك متخصص و پزشك فوق تخصص متخصص ايمونولوژي و آلرژي و گوش و حلق و بيني و بيماريهاي ريه و بيماريهاي پوست با سهم سازمان 0 درصد ,"INJ POWDER , LYOPHILIZED",150 mg,31356000,31356000,85.306, , ,5401000,36757000,0%,داروهاي غير بيمه اي مشمول ارز,,,,7525,
53096,"OMALIZUMAB INJECTION, SOLUTION PARENTERAL 150 mg/1mL 1MILLILITER", پرونده اي بيمه سلامت   تجويز توسط پزشك متخصص و پزشك فوق تخصص متخصص ايمونولوژي و آلرژي و گوش و حلق و بيني و بيماريهاي ريه و بيماريهاي پوست با سهم سازمان 0 درصد ,INJ,150 mg/1mL 1MILLILITER,8855000,8855000,62.114, , ,5401000,14256000,0%,"داروهاي غير بيمه اي مشمول اصالت
,نياز به کد اصالت دارو",,,,53096,
52086,ONDANSETRON TABLET ORAL, توليد داخل   تجويز توسط پزشك متخصص,TAB,8 mg,7500,10650,88.75, , ,4500,12000,70%,"داروهاي بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي",,,,52086,
52024,ONDANSETRON TABLET buccal ORAL, توليد داخل   تجويز توسط پزشك متخصص,TAB,4 mg,2123,3873,83.776, , ,2500,4623,70%,"داروهاي بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي",,,,52024,
52688,OXANDROLONE TABLET ORAL,,TAB,10 mg,45420,160766,76.482, , ,164780,210200,70%,"داروهاي بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي",,,,52688,
52504,PEGASPARGASE PARENTERAL, پرونده اي بيمه سلامت   تجويز توسط پزشك فوق تخصص بيماريهاي خون وانكولوژي و راديوتراپي,INJ,750 [iU]/1mL 5mL,,3617600,70%,20%, ,5168000,5168000,70%,"مددجويان کميته امداد
,بهزيستي
,الزام کنترل کد ژنريک
,فهرست يارانه اي وزارت بهداشت
,نياز به کد اصالت دارو",,,,52504,
25268,"PEMBROLIZUMAB INJECTION, SOLUTION PARENTERAL 25 mg/1mL 4MILLILITER", پرونده اي   تجويز توسط پزشك فوق تخصص راديوتراپي و بيماريهاي خون وانكولوژي كانسر (داروي غير بيمه اي در صندوق صعب العلاج با سهم 70%صندوق) با سهم سازمان 0 درصد ,INJ,25 mg/1mL 4MILLILITER,,0,0%,70%, ,178200000,178200000,0%,بيماران صعب العلاج,,,,25268,
7760,PIMECROLIMUS, با سهم سازمان 0 درصد ,TOP  CREAM,1 % 15 g,780477,780477,22.087, , ,2753023,3533500,0%,"داروهاي غير بيمه اي مشمول ارز
,داروهاي غير بيمه اي مشمول اصالت",,,,,
51964,PIMOZIDE TABLET ORAL,,TAB,1 mg,16400,18920,94.6, , ,3600,20000,70%,"مددجويان کميته امداد
,بهزيستي",,,,51964,
51981,PIRACETAM SOLUTION ORAL 20 % 200MILLILITER, با سهم سازمان 0 درصد ,SOLUTION,20 % 200MILLILITER,,0,0%, , , , ,0%,"داروهاي غير بيمه اي مشمول اصالت
,نياز به کد اصالت دارو",,,,51981,
52952,PIRFENIDONE TABLET ORAL 267 mg, پرونده اي بيمه سلامت   تجويز توسط پزشك فوق تخصص روماتولوژي و بيماريهاي ريه با سهم سازمان 0 درصد ,UN,267 mg,20000,20000,24.6, , ,61300,81300,0%,"داروهاي غير بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي",,,,52952,
52215,PNEUMOCOCCAL VACCINE 23 INJECTION PARENTERA 1 {dose}/0.5mL,   تجويز توسط پزشك متخصص بيماريهاي كودكان و بيماريهاي عفوني و بيماريهاي داخلي 3 دوز براي تمامي طول عمر<br> يا    تجويز توسط پزشك متخصص بيماريهاي كودكان و بيماريهاي عفوني و بيماريهاي داخلي,INJ,0.5mL,4222500,5030860,93.557,"
20%", ,1154800,5377300,70%,"مددجويان کميته امداد
,بهزيستي
,الزام کنترل کد ژنريک
,نياز به کد اصالت دارو",,,67836,52215,
52742,"POSACONAZOLE INJECTION, SOLUTION, CONCENTRATE", بيمارستاني   تجويز توسط پزشك متخصص گوش و حلق و بيني و بيماريهاي چشم و بيماريهاي عفوني و بيهوشي و مغز واعصاب و بيماريهاي داخلي و طب اورژانس برابر ابلاغ وزيردر درمان قارچ سياه بيماران كوويد 19 بر اساس پروتكل وزارت بهداشت  به شماره 100/1613 1400تاريخ /11/27 براي ويروس كرونا در بستري با سهم سازمان 90 درصد ,INJ,300 mg/16.7mL,1749000,8045400,92, , ,6996000,8745000,90%,"داروهاي بيمه اي مشمول ارز
,مددجويان کميته امداد
,بهزيستي
,الزام کنترل کد ژنريک
,نياز به کد اصالت دارو",,,,52742,
